"","n_trials","alpha1_est","alpha2_est","alpha1_prior","alpha2_prior"
"9917",2000,0.811987,0.7226,0.644849,0.635986
"9918",2000,0.600231,0.743193,0.654676,0.61009
"9919",2000,0.701125,0.771115,0.635419,0.532582
"9920",2000,0.635187,0.797252,0.687336,0.783643
"9921",2000,0.359519,0.71974,0.577194,0.619661
"9922",2000,0.377492,0.697064,0.809469,0.520248
"9923",2000,0.579289,0.795547,0.737508,0.662976
"9924",2000,0.619972,0.720596,0.623568,0.547849
"9925",2000,0.617099,0.77539,0.619485,0.516488
"9926",2000,0.608731,0.708616,0.666474,0.350891
"9927",2000,0.585843,0.744199,0.545186,0.573086
"9928",2000,0.504191,0.636226,0.546127,0.550065
"9929",2000,0.760596,0.741065,0.568714,0.743128
"9930",2000,0.81637,0.641185,0.619628,0.616262
"9931",2000,0.498808,0.819248,0.759303,0.671565
"9932",2000,0.712127,0.703106,0.411204,0.70831
"9933",2000,0.631183,0.803757,0.44899,0.767998
"9934",2000,0.558103,0.643831,0.600911,0.455139
"9935",2000,0.467636,0.83096,0.420032,0.54309
"9936",2000,0.499789,0.71093,0.65345,0.605314
"9937",2000,0.491404,0.711004,0.434585,0.551525
"9938",2000,0.605716,0.695299,0.691749,0.699387
"9939",2000,0.527535,0.760924,0.2743,0.600148
"9940",2000,0.748629,0.666727,0.841236,0.814461
"9941",2000,0.601746,0.83324,0.578179,0.701142
"9942",2000,0.613637,0.685466,0.477816,0.633793
"9943",2000,0.676243,0.811726,0.805686,0.701282
"9944",2000,0.660606,0.842005,0.495884,0.62964
"9945",2000,0.635917,0.806388,0.552876,0.630148
"9946",2000,0.651266,0.550975,0.52928,0.842914
"9947",2000,0.58956,0.855753,0.516461,0.642781
"9948",2000,0.644435,0.777762,0.632531,0.756196
"9949",2000,0.676247,0.781487,0.662661,0.712344
"9950",2000,0.614267,0.698054,0.414426,0.603819
"9951",2000,0.677641,0.697005,0.681062,0.729688
"9952",2000,0.643393,0.790754,0.817119,0.505127
"9953",2000,0.532987,0.596043,0.676766,0.385231
"9954",2000,0.665086,0.813194,0.635612,0.705362
"9955",2000,0.675154,0.764313,0.592715,0.433244
"9956",2000,0.682243,0.625122,0.637322,0.541289
"9957",2000,0.679167,0.556695,0.520989,0.517922
"9958",2000,0.7198,0.755309,0.452874,0.475712
"9959",2000,0.676173,0.707593,0.605853,0.693737
"9960",2000,0.6621,0.777954,0.698673,0.563631
"9961",2000,0.592009,0.78119,0.734332,0.740318
"9962",2000,0.65595,0.755963,0.546809,0.654233
"9963",2000,0.648325,0.765192,0.762641,0.60895
"9964",2000,0.470022,0.817913,0.564342,0.54952
"9965",2000,0.665928,0.728143,0.701177,0.82926
"9966",2000,0.643671,0.683288,0.597378,0.613739
"9967",2000,0.696094,0.695335,0.68446,0.562801
"9968",2000,0.602589,0.709007,0.465378,0.398409
"9969",2000,0.614899,0.711548,0.637173,0.41696
"9970",2000,0.6046,0.749407,0.575751,0.558999
"9971",2000,0.442397,0.769361,0.662781,0.75375
"9972",2000,0.658373,0.822416,0.749959,0.542434
"9973",2000,0.739708,0.775281,0.659229,0.581869
"9974",2000,0.676491,0.791885,0.839723,0.405658
"9975",2000,0.549414,0.658535,0.609504,0.567096
"9976",2000,0.509853,0.736036,0.82906,0.58391
"9977",2000,0.556841,0.661803,0.738398,0.570942
"9978",2000,0.527887,0.820467,0.710533,0.602099
"9979",2000,0.523742,0.838834,0.662276,0.531644
"9980",2000,0.442179,0.809891,0.715848,0.759667
"9981",2000,0.50683,0.795118,0.746123,0.674052
"9982",2000,0.454963,0.812211,0.454554,0.75375
"9983",2000,0.386827,0.77841,0.598448,0.684538
"9984",2000,0.671543,0.764988,0.588094,0.465419
"9985",2000,0.573991,0.772527,0.613449,0.423717
"9986",2000,0.677461,0.666458,0.636888,0.537785
"9987",2000,0.645821,0.618553,0.579153,0.446172
"9988",2000,0.602969,0.503306,0.333352,0.547602
"9989",2000,0.460203,0.59788,0.621228,0.517158
"9990",2000,0.509372,0.608873,0.661821,0.626468
"9991",2000,0.699361,0.803596,0.58678,0.642265
"9992",2000,0.587167,0.629394,0.614745,0.694159
"9993",2000,0.655596,0.590601,0.453394,0.581619
"9994",2000,0.605009,0.798114,0.793889,0.641962
"9995",2000,0.540961,0.793825,0.407873,0.661363
"9996",2000,0.537469,0.797562,0.522774,0.547477
"9997",2000,0.61885,0.681986,0.637925,0.563638
"9998",2000,0.595521,0.666477,0.553761,0.523993
"9999",2000,0.696567,0.820853,0.721124,0.678765
"10000",2000,0.48493,0.620465,0.69764,0.558494
"10001",5000,0.593098,0.746725,0.588745,0.779532
"10002",5000,0.616567,0.73356,0.617655,0.606461
"10003",5000,0.566932,0.780295,0.561693,0.527369
"10004",5000,0.720045,0.684837,0.540222,0.490078
"10005",5000,0.754411,0.710616,0.687351,0.656046
"10006",5000,0.642955,0.831358,0.702913,0.512799
"10007",5000,0.677235,0.786344,0.55317,0.47867
"10008",5000,0.735735,0.83112,0.583865,0.406103
"10009",5000,0.410456,0.648031,0.704126,0.660286
"10010",5000,0.476822,0.69813,0.606368,0.453934
"10011",5000,0.540975,0.676781,0.581088,0.717097
"10012",5000,0.481036,0.697075,0.44171,0.577925
"10013",5000,0.526228,0.563998,0.5267,0.465887
"10014",5000,0.505349,0.654308,0.612849,0.548507
"10015",5000,0.45991,0.788955,0.729697,0.630528
"10016",5000,0.40451,0.749492,0.630981,0.727938
"10017",5000,0.789899,0.713024,0.487517,0.7879
"10018",5000,0.688948,0.711326,0.547498,0.672374
"10019",5000,0.52807,0.694502,0.483426,0.523535
"10020",5000,0.783205,0.802713,0.484901,0.848999
"10021",5000,0.659865,0.720838,0.690323,0.694986
"10022",5000,0.506581,0.683679,0.658188,0.538084
"10023",5000,0.665523,0.630647,0.647236,0.794552
"10024",5000,0.526261,0.809321,0.502003,0.574386
"10025",5000,0.463836,0.811708,0.513114,0.506503
"10026",5000,0.471788,0.789887,0.548996,0.643022
"10027",5000,0.592003,0.663347,0.783615,0.601224
"10028",5000,0.579551,0.668614,0.627872,0.650732
"10029",5000,0.692489,0.754682,0.78439,0.548672
"10030",5000,0.622309,0.74871,0.887448,0.551854
"10031",5000,0.642775,0.741353,0.498371,0.3456
"10032",5000,0.534533,0.785264,0.690666,0.560364
"10033",5000,0.541986,0.751339,0.542128,0.759172
"10034",5000,0.489212,0.67382,0.476674,0.546152
"10035",5000,0.51526,0.73793,0.684387,0.616689
"10036",5000,0.609664,0.776841,0.595326,0.776084
"10037",5000,0.61909,0.643085,0.63151,0.664939
"10038",5000,0.586962,0.798573,0.739675,0.692345
"10039",5000,0.648695,0.799644,0.644968,0.569406
"10040",5000,0.551303,0.681044,0.809364,0.701496
"10041",5000,0.527433,0.680211,0.456009,0.530697
"10042",5000,0.66924,0.722862,0.749397,0.681627
"10043",5000,0.63494,0.713382,0.641829,0.638232
"10044",5000,0.58168,0.765741,0.50513,0.667541
"10045",5000,0.68664,0.729565,0.545113,0.622982
"10046",5000,0.636042,0.744412,0.68607,0.576516
"10047",5000,0.386271,0.721605,0.52878,0.622278
"10048",5000,0.522433,0.627436,0.65209,0.632993
"10049",5000,0.523242,0.561494,0.65402,0.588125
"10050",5000,0.529523,0.56643,0.67843,0.485277
"10051",5000,0.547775,0.602757,0.665488,0.669981
"10052",5000,0.563845,0.586406,0.738211,0.583924
"10053",5000,0.61825,0.649774,0.457003,0.732121
"10054",5000,0.589706,0.809757,0.832304,0.627083
"10055",5000,0.548829,0.693028,0.526889,0.678147
"10056",5000,0.609375,0.766163,0.713277,0.562282
"10057",5000,0.552485,0.694997,0.900183,0.620316
"10058",5000,0.582742,0.815969,0.591655,0.735777
"10059",5000,0.52203,0.61401,0.792357,0.693061
"10060",5000,0.799947,0.831178,0.818415,0.864072
"10061",5000,0.593328,0.608036,0.579871,0.72847
"10062",5000,0.549728,0.664046,0.394712,0.589365
"10063",5000,0.650318,0.788087,0.654585,0.61582
"10064",5000,0.619617,0.776709,0.476036,0.68206
"10065",5000,0.596569,0.690382,0.545569,0.618811
"10066",5000,0.634748,0.797139,0.542858,0.589621
"10067",5000,0.514318,0.818783,0.406239,0.66207
"10068",5000,0.726613,0.665286,0.64298,0.626879
"10069",5000,0.578452,0.66414,0.611037,0.520658
"10070",5000,0.576411,0.818739,0.624149,0.597604
"10071",5000,0.5533,0.791916,0.615503,0.535832
"10072",5000,0.667368,0.699778,0.780069,0.48527
"10073",5000,0.807073,0.780378,0.606219,0.386977
"10074",5000,0.481439,0.701391,0.637655,0.597381
"10075",5000,0.647684,0.684813,0.708101,0.480252
"10076",5000,0.577442,0.723377,0.464579,0.750533
"10077",5000,0.541072,0.664963,0.790277,0.394285
"10078",5000,0.544253,0.860661,0.739234,0.764929
"10079",5000,0.419138,0.870791,0.605764,0.668705
"10080",5000,0.787369,0.629465,0.361272,0.586219
"10081",5000,0.577437,0.825296,0.454911,0.827666
"10082",5000,0.578001,0.865308,0.615022,0.614976
"10083",5000,0.564245,0.862434,0.529516,0.472966
"10084",5000,0.672907,0.66612,0.666729,0.645902
"10085",5000,0.336012,0.72412,0.667028,0.696408
"10086",5000,0.665014,0.759876,0.540593,0.508844
"10087",5000,0.653626,0.754382,0.434749,0.589398
"10088",5000,0.626281,0.779647,0.803498,0.561478
"10089",5000,0.652598,0.717575,0.432492,0.67086
"10090",5000,0.554052,0.763822,0.712786,0.69679
"10091",5000,0.582301,0.777509,0.720752,0.671704
"10092",5000,0.606762,0.88146,0.693749,0.669961
"10093",5000,0.674756,0.530574,0.434686,0.568427
"10094",5000,0.669121,0.503986,0.583261,0.673857
"10095",5000,0.566132,0.721295,0.665377,0.632386
"10096",5000,0.494342,0.713801,0.752968,0.634284
"10097",5000,0.593646,0.780581,0.467459,0.750339
"10098",5000,0.659609,0.686918,0.611609,0.730531
"10099",5000,0.525282,0.78394,0.738339,0.545337
"10100",5000,0.579991,0.661473,0.543382,0.710444
"10101",5000,0.583187,0.764099,0.710454,0.586306
"10102",5000,0.682046,0.540377,0.787423,0.347138
"10103",5000,0.694394,0.534506,0.589644,0.372381
"10104",5000,0.589098,0.824941,0.421275,0.752682
"10105",5000,0.551592,0.798364,0.664275,0.586799
"10106",5000,0.556311,0.644972,0.576918,0.521175
"10107",5000,0.695603,0.837245,0.711799,0.562165
"10108",5000,0.541318,0.611274,0.776179,0.518485
"10109",5000,0.585573,0.867516,0.633987,0.724838
"10110",5000,0.614291,0.785087,0.726694,0.785921
"10111",5000,0.612923,0.802683,0.847129,0.611745
"10112",5000,0.757217,0.843973,0.459997,0.650829
"10113",5000,0.760569,0.828952,0.637791,0.532919
"10114",5000,0.517254,0.75536,0.577652,0.504449
"10115",5000,0.535262,0.656117,0.707091,0.589097
"10116",5000,0.620643,0.760017,0.522827,0.542798
"10117",5000,0.478258,0.622834,0.524601,0.519206
"10118",5000,0.421125,0.651072,0.695976,0.421564
"10119",5000,0.394021,0.633347,0.848751,0.772745
"10120",5000,0.66033,0.703157,0.577872,0.541877
"10121",5000,0.486444,0.685536,0.721545,0.632943
"10122",5000,0.471794,0.673785,0.501854,0.757743
"10123",5000,0.511708,0.633231,0.560992,0.435864
"10124",5000,0.53186,0.702129,0.600877,0.550099
"10125",5000,0.581803,0.761326,0.507617,0.634413
"10126",5000,0.668409,0.740636,0.634087,0.568595
"10127",5000,0.544515,0.738226,0.539109,0.618024
"10128",5000,0.740076,0.798877,0.480302,0.730136
"10129",5000,0.777508,0.807613,0.67356,0.58321
"10130",5000,0.749459,0.758383,0.452441,0.592322
"10131",5000,0.802483,0.777102,0.776209,0.757067
"10132",5000,0.572988,0.83751,0.640496,0.509999
"10133",5000,0.544226,0.711072,0.572495,0.601913
"10134",5000,0.562535,0.721908,0.835139,0.516731
"10135",5000,0.573911,0.698772,0.66654,0.639974
"10136",5000,0.602072,0.718243,0.692333,0.637524
"10137",5000,0.669625,0.778859,0.474557,0.763649
"10138",5000,0.67987,0.73947,0.698688,0.559552
"10139",5000,0.73525,0.658021,0.645378,0.528687
"10140",5000,0.461846,0.811056,0.567982,0.678835
"10141",5000,0.690543,0.655527,0.403705,0.730537
"10142",5000,0.699199,0.697467,0.73157,0.587088
"10143",5000,0.480092,0.786445,0.475994,0.604218
"10144",5000,0.658558,0.66081,0.65434,0.563843
"10145",5000,0.509258,0.762198,0.37723,0.501094
"10146",5000,0.674448,0.795926,0.723107,0.660119
"10147",5000,0.580206,0.627752,0.580603,0.461333
"10148",5000,0.616704,0.67641,0.59228,0.631767
"10149",5000,0.560778,0.725382,0.563796,0.540012
"10150",5000,0.647548,0.735828,0.58106,0.630186
"10151",5000,0.529312,0.748306,0.679623,0.727935
"10152",5000,0.54236,0.696865,0.595824,0.65924
"10153",5000,0.615689,0.685554,0.645817,0.722566
"10154",5000,0.625957,0.71319,0.733795,0.528294
"10155",5000,0.616284,0.677909,0.619961,0.458331
"10156",5000,0.586584,0.799697,0.743605,0.463583
"10157",5000,0.601353,0.806839,0.396854,0.657701
"10158",5000,0.535811,0.639212,0.718761,0.698248
"10159",5000,0.67243,0.727711,0.732689,0.626943
"10160",5000,0.546274,0.753311,0.655197,0.552185
"10161",5000,0.473285,0.763406,0.700107,0.650499
"10162",5000,0.584352,0.69696,0.559457,0.570197
"10163",5000,0.507821,0.706599,0.710351,0.599567
"10164",5000,0.655393,0.735775,0.794492,0.532305
"10165",5000,0.579279,0.77265,0.539176,0.687469
"10166",5000,0.711818,0.598658,0.527945,0.693884
"10167",5000,0.391757,0.698304,0.651137,0.789459
"10168",5000,0.741946,0.79276,0.759849,0.441884
"10169",5000,0.515391,0.582553,0.65584,0.750601
"10170",5000,0.699328,0.836281,0.705349,0.699008
"10171",5000,0.680819,0.829042,0.681711,0.548115
"10172",5000,0.686824,0.814269,0.638614,0.706555
"10173",5000,0.675112,0.726533,0.623385,0.49408
"10174",5000,0.622727,0.796064,0.636345,0.675338
"10175",5000,0.69949,0.83288,0.544844,0.584367
"10176",5000,0.666203,0.680642,0.557485,0.766914
"10177",5000,0.682297,0.673847,0.561577,0.457237
"10178",5000,0.73754,0.678456,0.605789,0.754382
"10179",5000,0.600478,0.721789,0.414275,0.599411
"10180",5000,0.505676,0.777288,0.7269,0.742683
"10181",5000,0.619042,0.784871,0.832932,0.761914
"10182",5000,0.599111,0.712466,0.570068,0.669638
"10183",5000,0.600536,0.627148,0.835603,0.509192
"10184",5000,0.61569,0.823247,0.633769,0.616892
"10185",5000,0.58872,0.66117,0.771096,0.81933
"10186",5000,0.653878,0.757052,0.617804,0.711838
"10187",5000,0.501077,0.637397,0.76013,0.669335
"10188",5000,0.696861,0.780945,0.681356,0.617334
"10189",5000,0.591838,0.721652,0.76321,0.566836
"10190",5000,0.637078,0.757974,0.49181,0.621541
"10191",5000,0.524608,0.695566,0.481958,0.608898
"10192",5000,0.605458,0.70577,0.601008,0.713586
"10193",5000,0.592311,0.783686,0.379502,0.726541
"10194",5000,0.797933,0.703919,0.299221,0.66089
"10195",5000,0.845453,0.713019,0.414688,0.529359
"10196",5000,0.749551,0.78048,0.608333,0.733983
"10197",5000,0.778508,0.76671,0.694076,0.669941
"10198",5000,0.66018,0.774494,0.627245,0.532305
"10199",5000,0.704451,0.79343,0.729841,0.664546
"10200",5000,0.4856,0.753032,0.700763,0.664289
"10201",5000,0.560755,0.804476,0.447525,0.693805
"10202",5000,0.546293,0.773068,0.629717,0.640817
"10203",5000,0.526789,0.76026,0.753776,0.671495
"10204",5000,0.606812,0.631546,0.614739,0.627431
"10205",5000,0.673514,0.852197,0.778503,0.633112
"10206",5000,0.668212,0.717722,0.451512,0.380626
"10207",5000,0.59468,0.709606,0.681407,0.534942
"10208",5000,0.585989,0.819284,0.688235,0.724541
"10209",5000,0.684855,0.695949,0.630444,0.75076
"10210",5000,0.557543,0.801749,0.506716,0.480055
"10211",5000,0.610666,0.78509,0.514294,0.738322
"10212",5000,0.608548,0.793273,0.623487,0.323122
"10213",5000,0.66352,0.706084,0.614788,0.672677
"10214",5000,0.620514,0.766681,0.587685,0.31038
"10215",5000,0.647844,0.703388,0.720944,0.635052
"10216",5000,0.617085,0.692252,0.731432,0.483307
"10217",5000,0.598578,0.674836,0.656236,0.621976
"10218",5000,0.589249,0.518594,0.626581,0.627611
"10219",5000,0.64697,0.607797,0.532144,0.62517
"10220",5000,0.694812,0.815251,0.63937,0.678222
"10221",5000,0.679819,0.80079,0.623104,0.824233
"10222",5000,0.562234,0.813801,0.67559,0.492792
"10223",5000,0.606131,0.843276,0.495759,0.767258
"10224",5000,0.628765,0.599098,0.524203,0.516653
"10225",5000,0.530585,0.763566,0.520311,0.544031
"10226",5000,0.504926,0.755726,0.494851,0.700287
"10227",5000,0.506941,0.738545,0.534669,0.489843
"10228",5000,0.554696,0.664146,0.796885,0.573693
"10229",5000,0.597491,0.609351,0.725986,0.51609
"10230",5000,0.501077,0.722523,0.664717,0.687819
"10231",5000,0.691784,0.750934,0.422463,0.739515
"10232",5000,0.492495,0.702312,0.566365,0.550252
"10233",5000,0.59453,0.778764,0.587798,0.569865
"10234",5000,0.568202,0.739874,0.623893,0.58478
"10235",5000,0.650796,0.669347,0.717291,0.5511
"10236",5000,0.754835,0.737366,0.408851,0.785191
"10237",5000,0.739772,0.683909,0.687519,0.588926
"10238",5000,0.548369,0.654927,0.698474,0.68113
"10239",5000,0.73366,0.698643,0.494819,0.637329
"10240",5000,0.474125,0.784008,0.579331,0.471276
"10241",5000,0.684157,0.674456,0.663491,0.624082
"10242",5000,0.70723,0.74259,0.436651,0.730703
"10243",5000,0.641008,0.801664,0.704221,0.50894
"10244",5000,0.584637,0.758127,0.638059,0.555604
"10245",5000,0.564487,0.672,0.469433,0.605174
"10246",5000,0.663338,0.824522,0.712584,0.484033
"10247",5000,0.777216,0.772544,0.637268,0.469286
"10248",5000,0.51612,0.851909,0.558323,0.588862
"10249",5000,0.555081,0.639479,0.532327,0.548011
"10250",5000,0.769561,0.809557,0.440578,0.795143
"10251",5000,0.504913,0.703233,0.67524,0.758552
"10252",5000,0.609367,0.882479,0.517017,0.44136
"10253",5000,0.485795,0.706303,0.719212,0.600072
"10254",5000,0.64966,0.727811,0.552071,0.684407
"10255",5000,0.543897,0.768428,0.649486,0.551187
"10256",5000,0.802851,0.768542,0.506228,0.453582
"10257",5000,0.508195,0.799281,0.695562,0.502906
"10258",5000,0.532516,0.804309,0.713407,0.562479
"10259",5000,0.546479,0.56273,0.601586,0.681505
"10260",5000,0.689883,0.816696,0.743317,0.707216
"10261",5000,0.556908,0.694132,0.579081,0.59247
"10262",5000,0.560885,0.616014,0.546822,0.647524
"10263",5000,0.597774,0.741824,0.715666,0.589217
"10264",5000,0.587526,0.743821,0.535192,0.556842
"10265",5000,0.675485,0.822808,0.575798,0.571712
"10266",5000,0.665041,0.824633,0.664614,0.795494
"10267",5000,0.550139,0.69484,0.695599,0.494721
"10268",5000,0.447092,0.741557,0.708891,0.62586
"10269",5000,0.676516,0.906455,0.692996,0.56549
"10270",5000,0.58167,0.471711,0.710507,0.734438
"10271",5000,0.586416,0.649975,0.733994,0.696297
"10272",5000,0.57672,0.611882,0.536917,0.685027
"10273",5000,0.514765,0.594135,0.577507,0.583448
"10274",5000,0.540294,0.576098,0.655521,0.690643
"10275",5000,0.503323,0.630767,0.75221,0.626354
"10276",5000,0.389343,0.695623,0.696153,0.656182
"10277",5000,0.799353,0.748635,0.532321,0.586995
"10278",5000,0.553028,0.617158,0.716535,0.612051
"10279",5000,0.539789,0.636484,0.785615,0.619293
"10280",5000,0.582625,0.646598,0.459613,0.624317
"10281",5000,0.732277,0.76672,0.642479,0.589126
"10282",5000,0.402249,0.768157,0.705098,0.706986
"10283",5000,0.66438,0.579211,0.69503,0.63344
"10284",5000,0.691433,0.772311,0.595388,0.658493
"10285",5000,0.506072,0.786539,0.713963,0.420616
"10286",5000,0.743473,0.689436,0.709489,0.68756
"10287",5000,0.824148,0.720139,0.678157,0.755945
"10288",5000,0.616768,0.759724,0.628169,0.446155
"10289",5000,0.552736,0.775901,0.616058,0.760658
"10290",5000,0.561925,0.675404,0.621269,0.607811
"10291",5000,0.697899,0.701615,0.434451,0.677669
"10292",5000,0.58348,0.725561,0.766458,0.689399
"10293",5000,0.596761,0.72526,0.59521,0.744912
"10294",5000,0.51087,0.754823,0.457888,0.675403
"10295",5000,0.487864,0.648145,0.567401,0.611106
"10296",5000,0.540134,0.684917,0.32252,0.638721
"10297",5000,0.487113,0.835493,0.502834,0.45808
"10298",5000,0.793288,0.650066,0.777151,0.471374
"10299",5000,0.51129,0.77881,0.544997,0.389105
"10300",5000,0.584998,0.717797,0.482456,0.64109
"10301",5000,0.74047,0.646035,0.430055,0.364934
"10302",5000,0.615771,0.878311,0.589033,0.559081
"10303",5000,0.629913,0.512078,0.681317,0.713094
"10304",5000,0.646011,0.750271,0.695433,0.700359
"10305",5000,0.673022,0.748351,0.581446,0.504907
"10306",5000,0.605487,0.783727,0.669325,0.633516
"10307",5000,0.632082,0.800086,0.705507,0.381047
"10308",5000,0.605375,0.646532,0.765868,0.825874
"10309",5000,0.620404,0.70712,0.656174,0.631777
"10310",5000,0.600303,0.78626,0.743488,0.622013
"10311",5000,0.644782,0.772512,0.619452,0.806164
"10312",5000,0.506677,0.74237,0.513353,0.707571
"10313",5000,0.649324,0.68057,0.64396,0.424864
"10314",5000,0.588231,0.800349,0.613473,0.635265
"10315",5000,0.568007,0.747976,0.71133,0.503832
"10316",5000,0.678956,0.742908,0.368249,0.70163
"10317",5000,0.567748,0.733332,0.710512,0.78695
"10318",5000,0.622282,0.697769,0.754898,0.568883
"10319",5000,0.604191,0.727876,0.619274,0.604854
"10320",5000,0.635075,0.77897,0.718394,0.456556
"10321",5000,0.613827,0.746697,0.419118,0.567353
"10322",5000,0.593324,0.729421,0.720883,0.705925
"10323",5000,0.588439,0.746887,0.407143,0.679093
"10324",5000,0.606914,0.638101,0.61014,0.843133
"10325",5000,0.494533,0.716696,0.657347,0.54997
"10326",5000,0.710742,0.837583,0.541954,0.446269
"10327",5000,0.722785,0.751481,0.586136,0.695107
"10328",5000,0.52612,0.671591,0.68467,0.839202
"10329",5000,0.679394,0.816084,0.468677,0.621714
"10330",5000,0.669523,0.814519,0.673345,0.804004
"10331",5000,0.68018,0.711638,0.73663,0.822078
"10332",5000,0.642405,0.59071,0.575332,0.657523
"10333",5000,0.699071,0.860394,0.72279,0.58067
"10334",5000,0.638408,0.810271,0.7289,0.433626
"10335",5000,0.678635,0.779203,0.555837,0.616142
"10336",5000,0.665792,0.72236,0.434286,0.549783
"10337",5000,0.57253,0.755106,0.568562,0.663463
"10338",5000,0.592064,0.762041,0.697986,0.610315
"10339",5000,0.658694,0.833717,0.530946,0.672134
"10340",5000,0.635666,0.761925,0.592174,0.59006
"10341",5000,0.534058,0.685451,0.763627,0.52782
"10342",5000,0.704526,0.778093,0.489869,0.436677
"10343",5000,0.562356,0.726681,0.464809,0.628196
"10344",5000,0.582146,0.687863,0.362817,0.657615
"10345",5000,0.708526,0.752208,0.729933,0.596356
"10346",5000,0.755652,0.815112,0.559964,0.442165
"10347",5000,0.540624,0.763831,0.632332,0.511004
"10348",5000,0.63175,0.698339,0.546693,0.778788
"10349",5000,0.680754,0.650362,0.655818,0.469717
"10350",5000,0.61205,0.591616,0.688934,0.546097
"10351",5000,0.561634,0.585346,0.617743,0.713554
"10352",5000,0.750633,0.860976,0.665814,0.463905
"10353",5000,0.729792,0.838101,0.715428,0.495443
"10354",5000,0.619311,0.832532,0.774808,0.756336
"10355",5000,0.5171,0.841097,0.523645,0.557725
"10356",5000,0.755627,0.804656,0.845906,0.672091
"10357",5000,0.475103,0.737432,0.578652,0.467142
"10358",5000,0.765166,0.73255,0.73167,0.786283
"10359",5000,0.737185,0.792923,0.479823,0.668543
"10360",5000,0.567175,0.809777,0.671789,0.609159
"10361",5000,0.555763,0.626385,0.798569,0.340483
"10362",5000,0.623468,0.795446,0.454172,0.510133
"10363",5000,0.621391,0.802698,0.71954,0.459428
"10364",5000,0.608698,0.815383,0.634751,0.710335
"10365",5000,0.709788,0.725666,0.587783,0.742272
"10366",5000,0.508223,0.816943,0.544369,0.741841
"10367",5000,0.659109,0.634528,0.574252,0.642031
"10368",5000,0.623411,0.736317,0.498221,0.505967
"10369",5000,0.583963,0.742439,0.612834,0.427411
"10370",5000,0.526256,0.731762,0.48213,0.530047
"10371",5000,0.627242,0.789923,0.705546,0.645047
"10372",5000,0.526395,0.777266,0.560671,0.485922
"10373",5000,0.676113,0.716553,0.53553,0.702358
"10374",5000,0.493387,0.728876,0.702084,0.7164
"10375",5000,0.52554,0.70215,0.735143,0.672511
"10376",5000,0.376893,0.543434,0.665218,0.660626
"10377",5000,0.436842,0.709267,0.691193,0.599533
"10378",5000,0.491458,0.727256,0.720838,0.685009
"10379",5000,0.583463,0.759751,0.56864,0.624404
"10380",5000,0.587327,0.755187,0.693152,0.76906
"10381",5000,0.7629,0.761186,0.606639,0.756018
"10382",5000,0.507671,0.821103,0.630636,0.515223
"10383",5000,0.80497,0.689792,0.742106,0.675826
"10384",5000,0.837948,0.602757,0.557338,0.572027
"10385",5000,0.657114,0.736075,0.449797,0.633305
"10386",5000,0.567266,0.707039,0.569841,0.707472
"10387",5000,0.575253,0.671917,0.625848,0.523787
"10388",5000,0.7757,0.776706,0.578478,0.616543
"10389",5000,0.732437,0.785083,0.607833,0.647224
"10390",5000,0.609832,0.69806,0.66728,0.409191
"10391",5000,0.56619,0.63594,0.590089,0.71701
"10392",5000,0.622043,0.637914,0.728274,0.699415
"10393",5000,0.701444,0.708385,0.621912,0.763111
"10394",5000,0.701115,0.757271,0.52132,0.774204
"10395",5000,0.623208,0.751527,0.490025,0.563706
"10396",5000,0.682074,0.775219,0.641539,0.461957
"10397",5000,0.618291,0.781483,0.829408,0.713223
"10398",5000,0.616773,0.726164,0.747495,0.466067
"10399",5000,0.223375,0.830563,0.297168,0.471307
"10400",5000,0.232124,0.831624,0.600157,0.674252
"10401",5000,0.710566,0.860858,0.612852,0.668896
"10402",5000,0.545245,0.587813,0.49479,0.636788
"10403",5000,0.754719,0.866071,0.6218,0.766022
"10404",5000,0.669121,0.82699,0.51494,0.625082
"10405",5000,0.541968,0.712507,0.584737,0.54831
"10406",5000,0.616091,0.684641,0.632617,0.822235
"10407",5000,0.540515,0.724696,0.515004,0.652026
"10408",5000,0.564128,0.679165,0.830381,0.594427
"10409",5000,0.670298,0.656341,0.747851,0.700158
"10410",5000,0.746848,0.767192,0.711422,0.872653
"10411",5000,0.623294,0.658576,0.5284,0.386969
"10412",5000,0.684486,0.82911,0.577389,0.680962
"10413",5000,0.716246,0.802994,0.496662,0.598929
"10414",5000,0.543784,0.668089,0.454075,0.402101
"10415",5000,0.620469,0.742887,0.644961,0.742117
"10416",5000,0.461681,0.739831,0.636402,0.539016
"10417",5000,0.608853,0.778171,0.606269,0.509726
"10418",5000,0.508266,0.817185,0.695568,0.658844
"10419",5000,0.577677,0.819676,0.698162,0.725846
"10420",5000,0.586404,0.823329,0.54233,0.566572
"10421",5000,0.452383,0.751767,0.525651,0.61246
"10422",5000,0.72513,0.692521,0.841467,0.617343
"10423",5000,0.487699,0.747831,0.650509,0.507083
"10424",5000,0.509705,0.745198,0.535185,0.615653
"10425",5000,0.640745,0.801451,0.703097,0.393367
"10426",5000,0.477454,0.778022,0.753637,0.479009
"10427",5000,0.698198,0.724637,0.628108,0.510372
"10428",5000,0.676733,0.760093,0.538184,0.55399
"10429",5000,0.690898,0.756088,0.647007,0.55458
"10430",5000,0.694219,0.758092,0.69938,0.604255
"10431",5000,0.621834,0.793226,0.693549,0.687326
"10432",5000,0.700645,0.802376,0.396207,0.48929
"10433",5000,0.750408,0.781713,0.622586,0.690722
